Rpt Rec Num,Prvdr Num Chr,Provider Name,City,State Abbrev,Clean Provider Group,Clean Provider Model Class,Revenue Source Method,Stabilization Tier,Stabilization Basis,Net Patient Revenue Model,Outpatient Exposure Used,Outpatient Repricing Pressure,Uncompensated Care Offset,Stabilization Support,Base Net Impact,Base Net Impact Pct Npr,Scenario B 50pct Repricing Net Impact,Scenario B 50pct Repricing Net Impact Pct Npr,Scenario C 25pct Repricing Net Impact,Scenario C 25pct Repricing Net Impact Pct Npr,Scenario D Floor 7 5pct Added Support,Scenario D Floor 7 5pct Net Impact Pct Npr,Scenario F 25pct Repricing Floor 5pct Added Support,Scenario F 25pct Repricing Floor 5pct Net Impact Pct Npr
826330,194008,EAST LA STATE MENTAL HEALTH SYSTEM,JACKSON,LA,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,199676804,19967680.4,-1996768.04,$0,$0,"-$1,996,768",-0.01,-998384.02,-0.005,-499192.01,-0.0025,0,-0.01,0,-0.0025
826388,394012,CLARKS SUMMIT STATE HOSPITAL,CLARKS SUMMIT,PA,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,60008271,6000827.1,-600082.71,$0,$0,"-$600,083",-0.01,-300041.355,-0.005,-150020.6775,-0.0025,0,-0.01,0,-0.0025
827857,144021,PACKARD MENTAL HEALTH CENTER,SPRINGFIELD,IL,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,35458401,3545840.1,-354584.01,$0,$0,"-$354,584",-0.01,-177292.005,-0.005,-88646.0025,-0.0025,0,-0.01,0,-0.0025
827858,144028,JOHN J MADDEN MENTAL HEALTH CENTER,HINES,IL,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,30410276,3041027.6,-304102.76,$0,$0,"-$304,103",-0.01,-152051.38,-0.005,-76025.69,-0.0025,0,-0.01,0,-0.0025
827863,224040,DR. SOLOMON CARTER FULLER MENTAL HL,BOSTON,MA,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,28099070,2809907,-280990.7,$0,$0,"-$280,991",-0.01,-140495.35,-0.005,-70247.675,-0.0025,0,-0.01,0,-0.0025
827941,224032,WORCESTER RECOVERY CENTER AND HOSP,WORCESTER,MA,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,129055924,12905592.4,-1290559.24,$0,$0,"-$1,290,559",-0.01,-645279.62,-0.005,-322639.81,-0.0025,0,-0.01,0,-0.0025
827992,244011,ANNANDALE BEHAVIORAL HEALTH HSP,ST. PAUL,MN,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,9708041,970804.1,-97080.41,$0,$0,"-$97,080",-0.01,-48540.205,-0.005,-24270.1025,-0.0025,0,-0.01,0,-0.0025
828033,194025,CENTRAL LA. STATE HOSPITAL,PINEVILLE,LA,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,49554770,4955477,-495547.7,$0,$0,"-$495,548",-0.01,-247773.85,-0.005,-123886.925,-0.0025,0,-0.01,0,-0.0025
828036,224028,CORRIGAN MENTAL HEALTH CENTER,FALL RIVER,MA,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,12179372,1217937.2,-121793.72,$0,$0,"-$121,794",-0.01,-60896.86,-0.005,-30448.43,-0.0025,0,-0.01,0,-0.0025
828059,444008,WESTERN MENTAL HLTH INSTIT.,BOLIVAR,TN,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,52387172,5238717.2,-523871.72,$0,$0,"-$523,872",-0.01,-261935.86,-0.005,-130967.93,-0.0025,0,-0.01,0,-0.0025
828092,204004,DOROTHEA DIX PSYCHIATRIC CENTER,BANGOR,ME,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,41130859,4113085.9,-411308.59,$0,$0,"-$411,309",-0.01,-205654.295,-0.005,-102827.1475,-0.0025,0,-0.01,0,-0.0025
828093,204008,RIVERVIEW PSYCHIATRIC HOSPITAL,AUGUSTA,ME,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,53020924,5302092.4,-530209.24,$0,$0,"-$530,209",-0.01,-265104.62,-0.005,-132552.31,-0.0025,0,-0.01,0,-0.0025
828120,444001,MEMPHIS MENTAL HLTH INSTITUTE,MEMPHIS,TN,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,26538640,2653864,-265386.4,$0,$0,"-$265,386",-0.01,-132693.2,-0.005,-66346.6,-0.0025,0,-0.01,0,-0.0025
828121,444002,MOCCASIN BEND MENTAL HLTH INSTITUTE,CHATTANOOGA,TN,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,56349105,5634910.5,-563491.05,$0,$0,"-$563,491",-0.01,-281745.525,-0.005,-140872.7625,-0.0025,0,-0.01,0,-0.0025
828122,444014,MIDDLE TENN MENTAL HLTH INSTITUTE,NASHVILLE,TN,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,70984501,7098450.1,-709845.01,$0,$0,"-$709,845",-0.01,-354922.505,-0.005,-177461.2525,-0.0025,0,-0.01,0,-0.0025
828137,74012,SOUTHWEST CT MENTAL HEALTH SYSTEM,BRIDGEPORT,CT,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,54989000,5498900,-549890,$0,$0,"-$549,890",-0.01,-274945,-0.005,-137472.5,-0.0025,0,-0.01,0,-0.0025
828190,164002,MENTAL HEALTH INSTITUTE,CHEROKEE,IA,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,22503569,2250356.9,-225035.69,$0,$0,"-$225,036",-0.01,-112517.845,-0.005,-56258.9225,-0.0025,0,-0.01,0,-0.0025
828223,474004,VERMONT PSYCHIATRIC CARE HOSPITAL,BERLIN,VT,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,36921486,3692148.6,-369214.86,$0,$0,"-$369,215",-0.01,-184607.43,-0.005,-92303.715,-0.0025,0,-0.01,0,-0.0025
828340,334009,NEW YORK P.I.,NEW YORK,NY,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,88545177,8854517.7,-885451.77,$0,$0,"-$885,452",-0.01,-442725.885,-0.005,-221362.9425,-0.0025,0,-0.01,0,-0.0025
828380,144010,CHICAGO READ MENTAL HEALTH CENTER,CHICAGO,IL,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,45439339,4543933.9,-454393.39,$0,$0,"-$454,393",-0.01,-227196.695,-0.005,-113598.3475,-0.0025,0,-0.01,0,-0.0025
828381,144016,ALTON MENTAL HEALTH CENTER,ALTON,IL,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,32019135,3201913.5,-320191.35,$0,$0,"-$320,191",-0.01,-160095.675,-0.005,-80047.8375,-0.0025,0,-0.01,0,-0.0025
828427,54122,NAPA STATE HOSPITAL,NAPA,CA,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,436212843,43621284.3,-4362128.43,$0,$0,"-$4,362,128",-0.01,-2181064.215,-0.005,-1090532.1075,-0.0025,0,-0.01,0,-0.0025
828577,334060,KIRBY FORENSIC P.C.,NEW YORK,NY,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,77054757,7705475.7,-770547.57,$0,$0,"-$770,548",-0.01,-385273.785,-0.005,-192636.8925,-0.0025,0,-0.01,0,-0.0025
828994,164003,MENTAL HEALTH INSTITUTE,INDEPENDENCE,IA,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,26533040,2653304,-265330.4,$0,$0,"-$265,330",-0.01,-132665.2,-0.005,-66332.6,-0.0025,0,-0.01,0,-0.0025
829151,34021,ARIZONA STATE HOSPITAL,PHOENIX,AZ,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,76858503,7685850.3,-768585.03,$0,$0,"-$768,585",-0.01,-384292.515,-0.005,-192146.2575,-0.0025,0,-0.01,0,-0.0025
829159,54133,METROPOLITAN STATE HOSPITAL,NORWALK,CA,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,349160828,34916082.8,-3491608.28,$0,$0,"-$3,491,608",-0.01,-1745804.14,-0.005,-872902.07,-0.0025,0,-0.01,0,-0.0025
829326,244013,FERGUS FALLS CBHH,ST. PAUL,MN,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,9117304,911730.4,-91173.04,$0,$0,"-$91,173",-0.01,-45586.52,-0.005,-22793.26,-0.0025,0,-0.01,0,-0.0025
829327,244017,CBHH- ROCHESTER,ST. PAUL,MN,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,9389045,938904.5,-93890.45,$0,$0,"-$93,890",-0.01,-46945.225,-0.005,-23472.6125,-0.0025,0,-0.01,0,-0.0025
829432,74011,CONNECTICUT MENTAL HEALTH CENTER,NEW HAVEN,CT,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 0 - not eligible,none,48013376,4801337.6,-480133.76,$0,$0,"-$480,134",-0.01,-240066.88,-0.005,-120033.44,-0.0025,0,-0.01,0,-0.0025
820803,464001,UTAH STATE HOSPITAL,PROVO,UT,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,Tier 1 - monitoring / low support,UC burden safety-net trigger,104729755,10472975.5,-1047297.55,"$9,593","$52,365","-$985,339",-0.00940839995758608,-461690.6475,-0.00440839995758607,-199866.26,-0.00190839995758607,0,-0.00940839995758607,0,-0.00190839995758607
824468,54123,ST. JOSEPHS BEHAVIORAL HLTH CENTER,STOCKTON,CA,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,Tier 0 - not eligible,none,20448782,1807657.71280744,-180765.771280744,$0,$0,"-$180,766",-0.00883992852389661,-90382.885640372,-0.00441996426194832,-45191.442820186,-0.00220998213097416,0,-0.00883992852389663,0,-0.00220998213097416
828216,374026,TULSA CENTER FOR BEHAVIORAL HEALTH,TULSA,OK,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,Tier 0 - not eligible,none,2111845,24311.8585356922,-2431.18585356922,$0,$0,"-$2,431",-0.00115121415329687,-1215.59292678461,-0.000575607076648433,-607.796463392305,-0.000287803538324217,0,-0.00115121415329687,0,-0.000287803538324217
824943,134010,STATE HOSPITAL SOUTH,BLACKFOOT,ID,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,Tier 0 - not eligible,none,29832267,262987.647289329,-26298.7647289329,$0,$0,"-$26,299",-0.000881554349487851,-13149.3823644665,-0.000440777174743926,-6574.69118223323,-0.000220388587371963,0,-0.000881554349487852,0,-0.000220388587371963
831462,50546,PORTERVILLE DEVELOPMENTAL CENTER,PORTERVILLE,CA,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,Tier 0 - not eligible,none,183780886,5e+05,-50000,$0,$0,"-$50,000",-0.000272063113244541,-25000,-0.00013603155662227,-12500,-6.80157783111351e-05,0,-0.000272063113244541,0,-6.80157783111351e-05
828638,184002,WESTERN STATE HOSPITAL,HOPKINSVILLE,KY,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,Tier 0 - not eligible,none,11510405,9052.71893767723,-905.271893767723,$0,$0,-$905,-7.86481356448989e-05,-452.635946883862,-3.93240678224495e-05,-226.317973441931,-1.96620339112247e-05,0,-7.86481356448989e-05,0,-1.96620339112247e-05
795740,14012,MARY S HARPER GERIATRIC PSYCH CEN,TUSCALOOSA,AL,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,Tier 0 - not eligible,none,25996074,18395,-1839.5,$0,$0,"-$1,840",-7.07606848634144e-05,-919.75,-3.53803424317072e-05,-459.875,-1.76901712158536e-05,0,-7.07606848634144e-05,0,-1.76901712158536e-05
828496,264010,ST. LOUIS FORENSIC TREATMENT CENTER,ST.LOUIS,MO,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,Tier 0 - not eligible,none,47022420,7057.70173012242,-705.770173012242,$0,$0,-$706,-1.50092269392397e-05,-352.885086506121,-7.50461346961983e-06,-176.442543253061,-3.75230673480992e-06,0,-1.50092269392397e-05,0,-3.75230673480992e-06
825471,504004,EASTERN STATE HOSPITAL,MEDICAL LAKE,WA,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,Tier 0 - not eligible,none,185190109,24541.4490618388,-2454.14490618388,$0,$0,"-$2,454",-1.32520301404644e-05,-1227.07245309194,-6.62601507023218e-06,-613.53622654597,-3.31300753511609e-06,0,-1.32520301404644e-05,0,-3.31300753511609e-06
828053,424011,HARRIS PSYCHIATRIC HOSPITAL,COLUMBIA,SC,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,Tier 0 - not eligible,none,25128154,2898.19903792059,-289.819903792059,$0,$0,-$290,-1.15336727000344e-05,-144.90995189603,-5.76683635001718e-06,-72.4549759480148,-2.88341817500859e-06,0,-1.15336727000344e-05,0,-2.88341817500859e-06
827799,44011,ARKANSAS STATE HOSPITAL,LITTLE ROCK,AR,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,Tier 0 - not eligible,none,95358336,8051,-805.1,$0,$0,-$805,-8.44289061419864e-06,-402.55,-4.22144530709932e-06,-201.275,-2.11072265354966e-06,0,-8.44289061419864e-06,0,-2.11072265354966e-06
828550,154019,MADISON STATE HOSPITAL,MADISON,IN,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,Tier 0 - not eligible,none,7591123,481.091118525001,-48.1091118525001,$0,$0,-$48,-6.33754872006422e-06,-24.0545559262501,-3.16877436003211e-06,-12.027277963125,-1.58438718001606e-06,0,-6.33754872006423e-06,0,-1.58438718001606e-06
828492,264004,FULTON STATE HOSPITAL,FULTON,MO,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,Tier 0 - not eligible,none,81144868,3929.4641223762,-392.94641223762,$0,$0,-$393,-4.84252944052629e-06,-196.47320611881,-2.42126472026315e-06,-98.236603059405,-1.21063236013157e-06,0,-4.84252944052629e-06,0,-1.21063236013157e-06
828484,154056,EVANSVILLE STATE HOSPITAL,EVANSVILLE,IN,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,Tier 0 - not eligible,none,7187068,314.50946706549,-31.450946706549,$0,$0,-$31,-4.37604690905235e-06,-15.7254733532745,-2.18802345452617e-06,-7.86273667663725,-1.09401172726309e-06,0,-4.37604690905234e-06,0,-1.09401172726309e-06
828435,154018,RICHMOND STATE HOSPITAL,RICHMOND,IN,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,Tier 0 - not eligible,none,4040835,154.400020884019,-15.4400020884019,$0,$0,-$15,-3.82099296021785e-06,-7.72000104420095,-1.91049648010893e-06,-3.86000052210048,-9.55248240054463e-07,0,-3.82099296021785e-06,0,-9.55248240054463e-07
829552,454009,RUSK STATE HOSPITAL,RUSK,TX,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,Tier 0 - not eligible,none,77821768,2924,-292.4,$0,$0,-$292,-3.75730348351891e-06,-146.2,-1.87865174175945e-06,-73.1,-9.39325870879726e-07,0,-3.7573034835189e-06,0,-9.39325870879726e-07
828052,424005,BRYAN PSYCHIATRIC HOSPITAL,COLUMBIA,SC,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,Tier 0 - not eligible,none,52896746,1292.55834108039,-129.255834108039,$0,$0,-$129,-2.44354981888751e-06,-64.6279170540195,-1.22177490944376e-06,-32.3139585270098,-6.10887454721879e-07,0,-2.44354981888752e-06,0,-6.10887454721879e-07
829688,454084,AUSTIN STATE HOSPITAL,AUSTIN,TX,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,Tier 0 - not eligible,none,52391016,914,-91.4,$0,$0,-$91,-1.74457391702425e-06,-45.7,-8.72286958512124e-07,-22.85,-4.36143479256062e-07,0,-1.74457391702425e-06,0,-4.36143479256062e-07
829635,454011,SAN ANTONIO STATE HOSPITAL,SAN ANTONIO,TX,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,Tier 0 - not eligible,none,77653199,696,-69.6,$0,$0,-$70,-8.96292759297656e-07,-34.8,-4.48146379648828e-07,-17.4,-2.24073189824414e-07,0,-8.96292759297656e-07,0,-2.24073189824414e-07
829686,454000,BIG SPRING STATE HOSPITAL,BIG SPRINGS,TX,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,Tier 0 - not eligible,none,50753550,440,-44,$0,$0,-$44,-8.66934431187572e-07,-22,-4.33467215593786e-07,-11,-2.16733607796893e-07,0,-8.66934431187572e-07,0,-2.16733607796893e-07
829633,454006,TERRELL STATE HOSPITAL,TERRELL,TX,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,Tier 0 - not eligible,none,57724926,205,-20.5,$0,$0,-$20,-3.55132547073339e-07,-10.25,-1.77566273536669e-07,-5.125,-8.87831367683347e-08,0,-3.55132547073339e-07,0,-8.87831367683347e-08
